Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Honduras,HND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,159.419,159.06,158.701,158.72,158.739,158.758,158.777,158.796,157.1968,155.5976,153.9984,152.3992,150.8,149.8804,148.9608,148.0412,147.1216,146.202,144.9624,143.7228,142.4832,141.2436,140.004,138.7026,137.4012,136.0998,134.7984,133.497,132.0974,130.6978,129.2982,127.8986,126.499,124.1192,121.7394,119.3596,116.9798,114.6,112.1804,109.7608,107.3412,104.9216,102.502,100.6214,98.7408,96.8602,94.9796,93.099,91.272,89.445,87.618,85.79099,83.964,82.443,
Heavily indebted poor countries (HIPC),HPC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,149.2261519,149.1790454,149.095947,148.7895376,148.4868064,148.1998072,147.925935,147.6592216,147.3415462,147.047856,146.7782167,146.534343,146.3100296,145.894479,145.4672276,145.0152484,144.5291014,144.0159922,143.5773563,143.1584965,142.7720711,142.4175709,142.0795325,141.2418659,140.3736157,139.4657464,138.5153227,137.5322268,137.1030562,136.7058821,136.3532343,136.0539689,135.7947761,135.3284103,134.8131154,134.2196432,133.537329,132.7856569,131.9095197,131.0313706,130.1945772,129.4153018,128.6863913,126.7182377,124.7676418,122.8186805,120.874384,118.9363881,116.7495255,114.5361236,112.2829909,109.9803039,107.6371136,105.2874565,
Croatia,HRV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,26.9818,26.6344,26.287,25.87,25.453,25.036,24.619,24.202,23.901,23.6,23.299,22.998,22.697,22.836,22.975,23.114,23.253,23.392,23.253,23.114,22.975,22.836,22.697,22.419,22.141,21.863,21.585,21.307,20.566,19.825,19.084,18.343,17.602,17.6412,17.6804,17.7196,17.7588,17.798,17.1094,16.4208,15.7322,15.0436,14.355,14.201,14.047,13.893,13.739,13.585,13.4152,13.2454,13.0756,12.9058,12.736,12.5272,
Haiti,HTI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,76.798,76.798,76.798,76.0784,75.3588,74.63921,73.91961,73.2,71.3414,69.4828,67.62421,65.76561,63.907,65.7844,67.6618,69.53921,71.41661,73.294,75.8512,78.40839,80.96559,83.52279,86.08,84.5234,82.9668,81.41019,79.85359,78.297,76.617,74.937,73.257,71.577,69.897,68.2754,66.6538,65.0322,63.4106,61.789,59.9318,58.0746,56.2174,54.3602,52.503,51.2834,50.0638,48.8442,47.6246,46.405,45.5166,44.6282,43.7398,42.8514,41.963,41.2584,
Hungary,HUN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.1982,48.5196,46.841,47.712,48.583,49.454,50.325,51.196,52.2018,53.2076,54.2134,55.2192,56.225,58.998,61.771,64.544,67.317,70.09,67.8694,65.6488,63.4282,61.2076,58.987,56.5196,54.0522,51.5848,49.1174,46.65,44.6262,42.6024,40.5786,38.5548,36.531,34.343,32.155,29.967,27.779,25.591,24.6764,23.7618,22.8472,21.9326,21.018,20.729,20.44,20.151,19.862,19.573,18.0838,16.5946,15.1054,13.6162,12.127,11.5258,
Indonesia,IDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,143.8518,145.6324,147.413,148.7258,150.0386,151.3514,152.6642,153.977,149.071,144.165,139.259,134.353,129.447,127.0052,124.5634,122.1216,119.6798,117.238,113.0436,108.8492,104.6548,100.4604,96.266,91.5988,86.9316,82.2644,77.59721,72.93,70.966,69.00201,67.03801,65.07401,63.11,60.0576,57.0052,53.9528,50.9004,47.848,48.4764,49.1048,49.7332,50.3616,50.99,51.093,51.196,51.299,51.402,51.505,50.8696,50.2342,49.5988,48.9634,48.328,47.808,
Isle of Man,IMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,111.335,111.239,111.143,111.7258,112.3086,112.8914,113.4742,114.057,114.184,114.311,114.438,114.565,114.692,114.7598,114.8276,114.8954,114.9632,115.031,114.6814,114.3318,113.9822,113.6326,113.283,113.213,113.143,113.073,113.003,112.933,111.1646,109.3962,107.6278,105.8594,104.091,101.0348,97.9786,94.9224,91.8662,88.81,85.4928,82.1756,78.8584,75.5412,72.224,67.8926,63.5612,59.2298,54.8984,50.567,47.0134,43.4598,39.9062,36.3526,32.799,32.4482,
Not classified,INX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,10.3992,11.1996,12,12.3996,12.7992,13.1988,13.5984,13.998,15.5978,17.1976,18.7974,20.3972,21.997,21.9978,21.9986,21.9994,22.0002,22.001,21.4006,20.8002,20.1998,19.5994,18.999,18.199,17.399,16.599,15.799,14.999,15.1988,15.3986,15.5984,15.7982,15.998,16.5984,17.1988,17.7992,18.3996,19,19.0004,19.0008,19.0012,19.0016,19.002,18.5024,18.0028,17.5032,17.0036,16.504,14.8504,13.1968,11.5432,9.889601,8.236,8.0778,
"Iran, Islamic Rep.",IRN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,153.01,153.01,153.01,151.9984,150.9868,149.9752,148.9636,147.952,146.1624,144.3728,142.5832,140.7936,139.004,139.5864,140.1688,140.7512,141.3336,141.916,141.7406,141.5652,141.3898,141.2144,141.039,135.1604,129.2818,123.4032,117.5246,111.646,104.4026,97.1592,89.9158,82.6724,75.429,69.9938,64.55859,59.12339,53.68819,48.253,45.3132,42.3734,39.4336,36.4938,33.554,33.1512,32.7484,32.3456,31.9428,31.54,31.5548,31.5696,31.5844,31.5992,31.614,31.4808,
Iraq,IRQ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,141.4524,143.1922,144.932,145.6196,146.3072,146.9948,147.6824,148.37,142.8118,137.2536,131.6954,126.1372,120.579,116.3492,112.1194,107.8896,103.6598,99.43,96.2798,93.1296,89.9794,86.8292,83.679,81.955,80.231,78.507,76.783,75.059,73.5382,72.0174,70.4966,68.97581,67.455,66.9284,66.40179,65.87519,65.34859,64.822,65.2426,65.6632,66.0838,66.5044,66.925,68.3604,69.7958,71.2312,72.6666,74.102,73.015,71.928,70.841,69.75401,68.667,67.7062,
Iceland,ISL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.0974,83.94421,83.791,83.5974,83.40379,83.21019,83.01659,82.823,80.3708,77.91859,75.46639,73.01419,70.562,68.0532,65.5444,63.0356,60.5268,58.018,55.1982,52.3784,49.5586,46.7388,43.919,41.3176,38.7162,36.1148,33.5134,30.912,29.8298,28.7476,27.6654,26.5832,25.501,25.1046,24.7082,24.3118,23.9154,23.519,22.265,21.011,19.757,18.503,17.249,16.6592,16.0694,15.4796,14.8898,14.3,13.7376,13.1752,12.6128,12.0504,11.488,10.8526,
Israel,ISR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,52.2602,49.1846,46.109,44.4706,42.8322,41.1938,39.5554,37.917,38.8838,39.8506,40.8174,41.7842,42.751,42.2904,41.8298,41.3692,40.9086,40.448,38.6152,36.7824,34.9496,33.11679,31.284,29.4112,27.5384,25.6656,23.7928,21.92,21.4044,20.8888,20.3732,19.8576,19.342,19.0042,18.6664,18.3286,17.9908,17.653,17.3328,17.0126,16.6924,16.3722,16.052,15.6336,15.2152,14.7968,14.3784,13.96,12.7318,11.5036,10.2754,9.0472,7.819,6.5772,
Italy,ITA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,19.0398,19.7194,20.399,21.319,22.239,23.159,24.079,24.999,25.919,26.839,27.759,28.679,29.599,29.0394,28.4798,27.9202,27.3606,26.801,24.801,22.801,20.801,18.801,16.801,15.501,14.201,12.901,11.601,10.301,9.841,9.381,8.921,8.460999,8.001,7.801,7.601,7.401,7.201001,7.001,7.0008,7.0006,7.000401,7.000201,7,6.9528,6.9056,6.858399,6.811199,6.764,6.2026,5.6412,5.0798,4.5184,3.957,3.8248,
Jamaica,JAM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,197.1424,201.2192,205.296,206.3152,207.3344,208.3536,209.3728,210.392,204.7136,199.0352,193.3568,187.6784,182,174.72,167.44,160.16,152.88,145.6,142.324,139.048,135.772,132.496,129.22,125.944,122.668,119.392,116.116,112.84,110.9472,109.0544,107.1616,105.2688,103.376,101.3908,99.4056,97.4204,95.4352,93.45,91.8498,90.2496,88.64941,87.04921,85.449,83.8216,82.1942,80.5668,78.93939,77.312,75.861,74.41,72.95901,71.50801,70.057,68.7654,
Jordan,JOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,123.1678,122.1534,121.139,119.2044,117.2698,115.3352,113.4006,111.466,109.1778,106.8896,104.6014,102.3132,100.025,96.1556,92.2862,88.4168,84.5474,80.678,78.1376,75.59721,73.05681,70.51641,67.976,65.7478,63.5196,61.2914,59.06321,56.835,55.2678,53.7006,52.1334,50.5662,48.999,47.317,45.635,43.953,42.271,40.589,39.099,37.609,36.119,34.62899,33.139,32.3982,31.6574,30.9166,30.1758,29.435,28.8426,28.2502,27.6578,27.0654,26.473,26.006,
Japan,JPN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,4.120201,3.960601,3.801,3.8012,3.8014,3.8016,3.8018,3.802,4.0018,4.2016,4.4014,4.6012,4.801,4.601,4.401,4.201,4.001,3.801,3.881,3.961,4.041,4.121,4.201,4.1608,4.1206,4.0804,4.040199,4,4,4,4,4,4,4.08,4.16,4.24,4.32,4.4,4.6798,4.9596,5.2394,5.5192,5.799,5.6642,5.5294,5.3946,5.2598,5.125,5.1824,5.2398,5.297201,5.354601,5.412,5.4614,
Kazakhstan,KAZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.4152,43.5876,42.76,40.9994,39.2388,37.4782,35.7176,33.957,33.8608,33.7646,33.6684,33.5722,33.476,33.6586,33.8412,34.0238,34.20639,34.389,35.1602,35.9314,36.70259,37.47379,38.245,39.8418,41.4386,43.0354,44.63221,46.229,47.7298,49.2306,50.7314,52.2322,53.733,51.404,49.075,46.746,44.417,42.088,39.4958,36.9036,34.3114,31.7192,29.127,28.9122,28.6974,28.4826,28.2678,28.053,28.4316,28.8102,29.1888,29.5674,29.946,28.7074,
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,179.7378,181.0034,182.269,182.4724,182.6758,182.8792,183.0826,183.286,182.7436,182.2012,181.6588,181.1164,180.574,178.992,177.41,175.828,174.246,172.664,170.7476,168.8312,166.9148,164.9984,163.082,160.0174,156.9528,153.8882,150.8236,147.759,140.9164,134.0738,127.2312,120.3886,113.546,111.9768,110.4076,108.8384,107.2692,105.7,105.4,105.1,104.8,104.5,104.2,103.4048,102.6096,101.8144,101.0192,100.224,98.9008,97.57761,96.25441,94.93121,93.608,92.4824,
Kyrgyz Republic,KGZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,46.1396,46.9368,47.734,47.0266,46.3192,45.6118,44.9044,44.197,43.9304,43.6638,43.3972,43.1306,42.864,42.0798,41.2956,40.5114,39.7272,38.943,39.6058,40.2686,40.9314,41.5942,42.257,43.7824,45.3078,46.83319,48.35859,49.884,53.5766,57.2692,60.9618,64.6544,68.347,67.3048,66.2626,65.22041,64.17821,63.136,57.3828,51.6296,45.8764,40.1232,34.37,33.4474,32.5248,31.6022,30.6796,29.757,29.6584,29.5598,29.4612,29.3626,29.264,28.167,
Cambodia,KHM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,101.081,101.081,101.081,100.3636,99.6462,98.9288,98.2114,97.494,95.9332,94.3724,92.8116,91.2508,89.69,87.2814,84.8728,82.4642,80.0556,77.647,79.987,82.327,84.66699,87.00699,89.347,89.099,88.851,88.603,88.355,88.107,83.8418,79.5766,75.3114,71.0462,66.781,63.4554,60.1298,56.8042,53.4786,50.153,49.8046,49.4562,49.1078,48.7594,48.411,48.1244,47.8378,47.5512,47.26461,46.978,46.4478,45.9176,45.3874,44.8572,44.327,43.7384,
Kiribati,KIR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,75.15121,75.58561,76.02,76.2372,76.4544,76.6716,76.8888,77.106,72.5448,67.9836,63.4224,58.8612,54.3,54.4356,54.5712,54.7068,54.8424,54.978,54.5824,54.1868,53.7912,53.3956,53,52.0632,51.1264,50.18961,49.25281,48.316,47.8408,47.3656,46.8904,46.4152,45.94,45.064,44.188,43.312,42.436,41.56,39.2664,36.9728,34.6792,32.3856,30.092,28.5088,26.9256,25.3424,23.7592,22.176,21.0622,19.9484,18.8346,17.7208,16.607,15.6176,
St. Kitts and Nevis,KNA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,32.58381,31.0934,29.603,27.5768,25.5506,23.5244,21.4982,19.472,18.3294,17.1868,16.0442,14.9016,13.759,13.9578,14.1566,14.3554,14.5542,14.753,14.2606,13.7682,13.2758,12.7834,12.291,11.1392,9.9874,8.8356,7.6838,6.532,6.0574,5.5828,5.108201,4.633601,4.159,3.9176,3.6762,3.4348,3.1934,2.952,2.8014,2.6508,2.5002,2.3496,2.199,2.1778,2.1566,2.1354,2.1142,2.093,2.1228,2.1526,2.1824,2.2122,2.242,2.2678,
Kosovo,,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,164.8128,165.5064,166.2,165.6884,165.1768,164.6652,164.1536,163.642,159.225,154.808,150.391,145.974,141.557,132.5646,123.5722,114.5798,105.5874,96.595,90.792,84.989,79.186,73.383,67.58,60.4572,53.3344,46.2116,39.0888,31.966,29.1594,26.3528,23.5462,20.7396,17.933,19.6588,21.3846,23.1104,24.8362,26.562,25.1592,23.7564,22.3536,20.9508,19.548,18.656,17.764,16.872,15.98,15.088,14.9654,14.8428,14.7202,14.5976,14.475,14.3712,
Latin America & Caribbean (developing only),LAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,104.2502516,104.6304407,104.9534252,103.7424158,102.5313616,101.3502509,100.2120858,99.10867482,97.88978148,96.66279848,95.40584661,94.11027036,92.77987359,92.07767229,91.36951991,90.65537219,89.92311631,89.16616795,88.74043101,88.33710695,87.9598454,87.60206447,87.25102236,87.10797928,86.94263944,86.74505586,86.51670725,86.26040088,86.00917716,85.74121458,85.4736436,85.22627687,85.01374437,85.46377707,85.91122051,86.35067217,86.78412405,87.21381666,86.23053007,85.2360732,84.22456255,83.19055078,82.13404318,80.46439798,78.80842092,77.17400983,75.56184837,73.96684837,72.910458,71.85058554,70.78334503,69.7085598,68.62905641,67.70053558,
Lao PDR,LAO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,104.5822,104.6246,104.667,104.7096,104.7522,104.7948,104.8374,104.88,104.9224,104.9648,105.0072,105.0496,105.092,105.6602,106.2284,106.7966,107.3648,107.933,108.6578,109.3826,110.1074,110.8322,111.557,111.2496,110.9422,110.6348,110.3274,110.02,108.9888,107.9576,106.9264,105.8952,104.864,101.2154,97.5668,93.91821,90.26961,86.621,83.5798,80.5386,77.49741,74.45621,71.415,72.1442,72.87341,73.60261,74.33181,75.061,73.056,71.051,69.04601,67.04101,65.036,63.648,
Lebanon,LBN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.7344,84.6422,84.55,83.1892,81.8284,80.4676,79.1068,77.746,76.0642,74.3824,72.7006,71.0188,69.337,68.0538,66.7706,65.4874,64.20419,62.921,62.4284,61.9358,61.4432,60.9506,60.458,58.5612,56.6644,54.7676,52.8708,50.974,48.5766,46.1792,43.7818,41.3844,38.987,36.8482,34.7094,32.5706,30.4318,28.293,26.5026,24.7122,22.9218,21.1314,19.341,17.9682,16.5954,15.2226,13.8498,12.477,12.3772,12.2774,12.1776,12.0778,11.978,11.9228,
Liberia,LBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,225.535,226.373,227.211,226.4224,225.6338,224.8452,224.0566,223.268,221.4424,219.6168,217.7912,215.9656,214.14,212.228,210.316,208.404,206.492,204.58,203.0154,201.4508,199.8862,198.3216,196.757,193.8248,190.8926,187.9604,185.0282,182.096,177.9602,173.8244,169.6886,165.5528,161.417,159.5558,157.6946,155.8334,153.9722,152.111,151.1758,150.2406,149.3054,148.3702,147.435,146.3398,145.2446,144.1494,143.0542,141.959,137.0522,132.1454,127.2386,122.3318,117.425,113.9642,
Libya,LBY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,23.3568,22.9924,22.628,21.9186,21.2092,20.4998,19.7904,19.081,18.7786,18.4762,18.1738,17.8714,17.569,17.4834,17.3978,17.3122,17.2266,17.141,16.6026,16.0642,15.5258,14.9874,14.449,13.7496,13.0502,12.3508,11.6514,10.952,10.4602,9.9684,9.4766,8.984799,8.493,7.745,6.997,6.249,5.500999,4.753,4.551,4.349,4.147,3.945,3.743,3.6148,3.4866,3.3584,3.2302,3.102,2.9862,2.8704,2.7546,2.6388,2.523,2.4394,
St. Lucia,LCA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,157.6034,156.2942,154.985,156.5152,158.0454,159.5756,161.1058,162.636,161.7962,160.9564,160.1166,159.2768,158.437,159.1626,159.8882,160.6138,161.3394,162.065,159.3706,156.6762,153.9818,151.2874,148.593,143.0332,137.4734,131.9136,126.3538,120.794,115.5606,110.3272,105.0938,99.8604,94.627,89.6626,84.6982,79.7338,74.76939,69.805,68.234,66.663,65.092,63.521,61.95,61.8408,61.7316,61.6224,61.5132,61.404,60.385,59.366,58.347,57.328,56.309,55.4298,
Latin America & Caribbean (all income levels),LCN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.478806,103.8073796,104.086199,102.8530559,101.6235621,100.4249398,99.26926945,98.14787067,97.00524057,95.84902159,94.65869798,93.42785456,92.16104261,91.40803753,90.6476386,89.88235728,89.101805,88.29985009,87.83086125,87.3866666,86.97095171,86.57825677,86.19674061,86.0707855,85.92348639,85.74353554,85.53117731,85.28938509,85.09422976,84.88206416,84.67028122,84.47832163,84.31903731,84.74756487,85.17170688,85.58420148,85.98572372,86.37917335,85.3848836,84.37862146,83.35623975,82.31281033,81.24796419,79.60508961,77.97645602,76.36963861,74.78518506,73.21835926,72.18146999,71.14446461,70.10414018,69.06090627,68.01588573,67.1231696,
Least developed countries: UN classification,LDC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,161.814839,160.8818856,159.90876,159.0462903,158.1834298,157.3208359,156.4624936,155.5870819,154.685755,153.7065891,152.6489163,151.5140392,150.3448542,149.3195541,148.4287813,147.7143366,147.1747359,146.7563143,146.4998354,146.204731,145.8213607,145.345043,144.7957651,143.4178347,142.0018956,140.5678878,139.1129937,137.6413662,136.3011521,135.0296336,133.8440379,132.7630369,131.76728,130.4650538,129.0755284,127.5453568,125.8488397,124.0261187,122.0724552,120.2001773,118.4894773,116.9649116,115.5944392,113.6266209,111.6754205,109.6911343,107.6674386,105.6215247,103.7400146,101.8311779,99.89555208,97.92045487,95.90761233,94.15959579,
Low income,LIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,153.2626987,152.498417,151.6841141,151.0371386,150.5096263,150.1332247,149.9528455,149.8777609,149.7604164,149.2583378,148.2532204,146.7015853,144.7640841,142.9553715,141.461701,140.5003252,140.1189969,140.1565049,140.3136594,140.3332999,140.0326255,139.3872129,138.5006945,136.7387004,134.9995958,133.3844393,131.885956,130.4724097,129.001957,127.68916,126.5367191,125.5708306,124.7470772,124.015491,123.0871111,121.8550639,120.2848264,118.4603301,116.3465099,114.3259887,112.5213916,110.9607765,109.594317,107.9588826,106.3490568,104.703504,103.0160242,101.3067714,99.74374245,98.15224976,96.5303431,94.86478957,93.15207452,91.68099625,
Liechtenstein,LIE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,97.58981,95.36641,93.143,88.9678,84.79259,80.61739,76.44219,72.267,67.6232,62.9794,58.3356,53.6918,49.048,47.474,45.9,44.326,42.752,41.178,40.6672,40.1564,39.6456,39.1348,38.624,37.5758,36.5276,35.4794,34.43121,33.383,32.669,31.955,31.241,30.527,29.813,29.6582,29.5034,29.3486,29.1938,29.039,28.7522,28.4654,28.1786,27.8918,27.605,26.5498,25.4946,24.4394,23.3842,22.329,21.2428,20.1566,19.0704,17.9842,16.898,16.7532,
Lower middle income,LMC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,115.3990137,115.6092972,115.6235416,115.6415977,115.5259853,115.3392283,115.0932287,114.8171584,113.8117945,112.9107184,112.1317296,111.461294,110.8604785,110.4999965,110.156901,109.8105507,109.4602559,109.1152587,108.1632903,107.2207133,106.2920931,105.3912546,104.4904636,103.5483617,102.5761448,101.5614554,100.5008938,99.41252383,97.97158869,96.53815806,95.14606379,93.76137424,92.38647251,89.93716944,87.47587254,84.99055389,82.47798661,79.94259397,77.82991813,75.71013739,73.59458371,71.4817495,69.35423575,66.84537198,64.3479512,61.87195303,59.4208097,56.99392201,54.90922455,52.84660479,50.80143547,48.77338116,46.77004916,46.26202722,
Low & middle income,LMY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.4144267,103.1084831,102.4149908,100.8647941,99.23526603,97.58424797,95.86780327,94.18062088,92.02123497,90.02804975,88.26806168,86.79964434,85.64239984,85.16194508,84.62228746,83.85737439,82.78388094,81.44901984,80.67162522,79.88090782,79.18602759,78.57588766,77.99762136,77.46948328,77.07494949,76.78924511,76.58006048,76.4401775,74.80720429,73.38604265,72.22424369,71.33976456,70.73237786,70.78574699,70.5994998,70.03099438,69.05736831,67.74863677,66.31430222,64.71483134,63.03377106,61.27309155,59.46483867,57.51768157,55.79652895,54.36593475,53.23595281,52.34966318,51.78290647,51.25824703,50.68784924,50.04755397,49.35017757,49.33475239,
Lesotho,LSO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,82.6836,82.5418,82.4,82.3688,82.3376,82.3064,82.27521,82.244,82.244,82.244,82.244,82.244,82.244,81.9206,81.5972,81.2738,80.95039,80.627,79.9834,79.3398,78.6962,78.0526,77.409,77.476,77.543,77.61,77.677,77.744,79.4572,81.1704,82.88361,84.59681,86.31,87.852,89.394,90.936,92.478,94.02,93.1342,92.2484,91.36259,90.47679,89.591,89.6724,89.7538,89.8352,89.9166,89.998,89.8844,89.7708,89.6572,89.54359,89.43,86.1828,
Lithuania,LTU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,16.42,16.38,16.34,16.8348,17.3296,17.8244,18.3192,18.814,19.7124,20.6108,21.5092,22.4076,23.306,23.7242,24.1424,24.5606,24.9788,25.397,24.4264,23.4558,22.4852,21.5146,20.544,22.4716,24.3992,26.3268,28.2544,30.182,33.121,36.06,38.999,41.938,44.877,42.2564,39.6358,37.0152,34.3946,31.774,29.6338,27.4936,25.3534,23.2132,21.073,20.6424,20.2118,19.7812,19.3506,18.92,17.2584,15.5968,13.9352,12.2736,10.612,10.1004,
Luxembourg,LUX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,25.9454,26.3132,26.681,27.0492,27.4174,27.7856,28.1538,28.522,28.2412,27.9604,27.6796,27.3988,27.118,25.5556,23.9932,22.4308,20.8684,19.306,18.2594,17.2128,16.1662,15.1196,14.073,13.5382,13.0034,12.4686,11.9338,11.399,11.6236,11.8482,12.0728,12.2974,12.522,12.0494,11.5768,11.1042,10.6316,10.159,10.4674,10.7758,11.0842,11.3926,11.701,11.286,10.871,10.456,10.041,9.626,9.3706,9.1152,8.8598,8.604401,8.349,7.9568,
Latvia,LVA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,36.844,36.454,36.064,35.908,35.752,35.596,35.44001,35.284,36.0248,36.7656,37.5064,38.2472,38.988,38.4988,38.0096,37.5204,37.0312,36.542,37.3142,38.0864,38.8586,39.63081,40.403,41.2952,42.1874,43.0796,43.9718,44.864,44.5922,44.3204,44.0486,43.7768,43.505,39.1908,34.8766,30.5624,26.2482,21.934,21.0008,20.0676,19.1344,18.2012,17.268,17.4462,17.6244,17.8026,17.9808,18.159,17.2316,16.3042,15.3768,14.4494,13.522,12.8442,
"Macao SAR, China",MAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,13.609,11.882,10.155,9.2208,8.2866,7.3524,6.4182,5.484,5.62,5.756,5.892,6.028,6.164,6.5604,6.9568,7.3532,7.7496,8.146,8.436,8.726,9.016,9.306,9.596,8.8656,8.1352,7.404799,6.674399,5.944,6.1552,6.3664,6.5776,6.788801,7,6.8816,6.7632,6.6448,6.5264,6.408,5.9568,5.5056,5.0544,4.6032,4.152,3.962,3.772,3.582,3.392,3.202,3.2934,3.3848,3.4762,3.5676,3.659,3.738,
St. Martin (French part),MAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,151.1612,152.2506,153.34,152.2694,151.1988,150.1282,149.0576,147.987,143.9664,139.9458,135.9252,131.9046,127.884,123.6888,119.4936,115.2984,111.1032,106.908,102.0828,97.2576,92.4324,87.60719,82.782,78.1524,73.5228,68.8932,64.2636,59.634,58.0538,56.4736,54.8934,53.3132,51.733,50.1846,48.6362,47.0878,45.5394,43.991,41.9922,39.9934,37.9946,35.9958,33.997,33.7278,33.4586,33.1894,32.9202,32.651,33.2846,33.9182,34.5518,35.18539,35.819,34.848,
Monaco,MCO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
